Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Cover Art
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""1982185848""","=""9781982185848""",0,4.67,Simon & Schuster,ebook,320,2022,2022,,2022/09/24,to-read,to-read (#496),to-read,,,,0,0,
8160689,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"Chapman, Gary",,"=""""","=""""",0,4.26,,Kindle Edition,172,,1990,,2022/09/21,to-read,to-read (#495),to-read,,,,0,0,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow,Mass Market Paperback,491,2006,1990,,2019/06/21,currently-reading,currently-reading (#3),currently-reading,,,,1,0,
29241319,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Jim Kay,"=""1526609207""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,259,2016,1998,,2022/09/18,,,read,,,,1,0,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2021/02/26,,,read,,,,1,0,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",Ellen Karine Berg,"=""""","=""""",0,4.22,MTV Books/Pocket Books,Paperback,213,1999,1999,,2020/05/05,did-not-finish,did-not-finish (#11),did-not-finish,,,,0,0,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",4,4.10,Penguin Books,Paperback,256,2016,2015,2022/09/14,2022/09/14,,,read,,,,1,0,
895126,"Fallout: J. Robert Oppenheimer, Leo Szilard, and the Political Science of the Atomic Bomb",Jim Ottaviani,"Ottaviani, Jim","Janine Johnston, Jeffrey Jones, Chris Kemple","=""0966010639""","=""9780966010633""",0,3.51,G.T. Labs,Paperback,240,2013,2001,,2022/09/13,to-read,to-read (#494),to-read,,,,0,0,
23013953,Gut: The Inside Story of Our Body’s Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,"=""1771641495""","=""9781771641494""",0,4.06,Greystone Books,Paperback,273,2015,2014,,2022/09/13,to-read,to-read (#493),to-read,,,,0,0,
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",3,4.03,Viking,Hardcover,288,2020,2020,2021/07/12,2021/02/24,,,read,"This was a pleasant read, but a little predictable at times.<br/><br/>Nora Seed has had a series of unfortunate events in her life (losing her job, friends drifting apart, cat dying), and decides to take her life. She OD's and ends up in The Midnight Library where she is given a chance to live out other versions of her life by a mystical librarian from her past, the various books representing the alternate realities. It was rather nice to see how she sees herself in various other lives, each of them representing a desire, a ""what would have been."" However, the one thing that made me roll my eyes a bit is that after noticing something small or large not according to her expectations, she quickly grows weary of the life and heads back to the library, almost as if the chapter is being quickly ended by the author (this is my imagination and is not featured in the novel). Also, the various references to quasi-science of quantum universes felt unnecessary. <br/><br/>The novel redeemed itself in the third act where Nora goes to a seemingly perfect life, and understands how much impact she has had on everyone by the doing (or the lack of doing) of a certain thing, big or small. The protagonist almost becomes incidental to the narration as the author inserts a lot of life lessons, that actually read quite well and don't come across as hackneyed. Finally, Nora ultimately goes back to her life and all is well!<br/><br/>Almost well. Since this is a semi sci-fi novel, I wished the cat would return; just as the only change in her old life, a small gift from the librarian perhaps.",true,,1,0,
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,3.75,Picador,Paperback,213,2019,2015,,2022/09/09,to-read,to-read (#492),to-read,,,,0,0,
52908942,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0385546130""","=""9780385546133""",4,4.15,Knopf Publishing Group,Hardcover,288,2021,2021,2022/09/08,2022/08/21,,,read,,,,1,0,
37732,"Are You There God? It's Me, Margaret",Judy Blume,"Blume, Judy",,"=""0689841582""","=""9780689841583""",0,3.91,Richard Jackson/Athaneum Books for Young Readers,Hardcover,149,2001,1970,,2022/09/08,to-read,to-read (#491),to-read,,,,0,0,
55145261,The Anthropocene Reviewed,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.38,Dutton,Hardcover,293,2021,2021,,2022/09/08,to-read,to-read (#490),to-read,,,,0,0,
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",4,4.27,"Farrar, Straus and Giroux",Hardcover,288,2021,2021,2022/08/22,2022/07/01,,,read,"A surprisingly philosophical look into what is important enough to put time into, and what we end up wasting our time on. It is great that the author hasn't written the book as a list of life hacks, but as a serious take on what really matters in life.<br/><br/>The author has narrated the audiobook and he has done a great job at it.",,,1,0,
4687,The Cider House Rules,John Irving,"Irving, John",麥倩宜,"=""0786226749""","=""9780786226740""",0,4.15,Thorndike Press,Hardcover,973,2000,1985,,2020/05/05,currently-reading,currently-reading (#2),currently-reading,,,,1,0,
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",5,4.31,Puffin Books,Board book,26,1994,1969,2022/09/01,2019/06/18,,,read,Sweetest children's classic.,,,1,0,
943402,Let the Right One In,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847241697""","=""9781847241696""",0,4.04,Quercus Publishing,Hardcover,513,2007,2004,,2022/08/25,to-read,to-read (#489),to-read,,,,0,0,
4143,Barrel Fever: Stories and Essays,David Sedaris,"Sedaris, David",,"=""0316779423""","=""9780316779425""",0,3.79,Back Bay Books,Paperback,196,1994,1994,,2022/08/25,to-read,to-read (#488),to-read,,,,0,0,
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0,3.89,Permuted Press,Paperback,362,2007,2007,,2022/08/25,to-read,to-read (#487),to-read,,,,0,0,
4136,Holidays on Ice,David Sedaris,"Sedaris, David",,"=""0316191299""","=""9780316191296""",0,3.90,Little Brown & Co (P),Paperback,176,1998,1997,,2022/08/25,to-read,to-read (#486),to-read,,,,0,0,
29981261,"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,"Hutchison, Dot",,"=""""","=""""",0,4.06,Thomas & Mercer,Kindle Edition,288,2016,2016,,2022/08/25,to-read,to-read (#485),to-read,,,,0,0,
2459785,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana",,"=""""","=""""",0,3.78,Penguin Books,Paperback,464,2008,2007,,2022/08/25,to-read,to-read (#484),to-read,,,,0,0,
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.37,Electric Monkey,Paperback,433,2019,2019,,2022/08/25,to-read,to-read (#483),to-read,,,,0,0,
10614,Misery,Stephen King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.20,New English Library,Paperback,370,1988,1987,,2022/08/25,to-read,to-read (#482),to-read,,,,0,0,
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",0,4.04,Scribner,Kindle Edition,580,2014,1983,,2022/08/25,to-read,to-read (#481),to-read,,,,0,0,
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,4.07,Ballantine Books,Kindle Edition,466,2012,1990,,2022/08/25,to-read,to-read (#480),to-read,,,,0,0,
37570546,Maybe You Should Talk to Someone,Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",0,4.38,Mariner Books,Hardcover,415,2019,2019,,2022/08/25,to-read,to-read (#479),to-read,,,,0,0,
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",0,4.12,Harper,ebook,352,2018,2018,,2022/08/25,to-read,to-read (#478),to-read,,,,0,0,
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.14,"Little, Brown and Company",Hardcover,327,2013,2012,,2022/08/25,to-read,to-read (#477),to-read,,,,0,0,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,2022/08/25,to-read,to-read (#476),to-read,,,,0,0,
52792587,Harry Potter and the Sorcerer’s Stone (Illustrated by Jim Kay),J.K. Rowling,"Rowling, J.K.",Jim Kay,"=""0545790352""","=""""",5,4.47,Scholastic Inc.,Hardcover,248,2015,1997,2022/08/25,2022/08/24,,,read,The illustrated edition is magical!,,,1,0,
58989873,Happy-Go-Lucky,David Sedaris,"Sedaris, David",,"=""0316392456""","=""9780316392457""",0,4.26,"Little, Brown and Company",Hardcover,272,2022,2022,,2022/08/21,to-read,to-read (#475),to-read,,,,0,0,
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,369,2021,2021,,2022/08/17,to-read,to-read (#474),to-read,,,,0,0,
11588,The Shining,Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",4,4.25,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,2022/08/16,2019/03/20,,,read,,,,1,0,
39995046,Ikigai: The Japanese Secret to a Long and Happy Life,Hector Garcia Puigcerver,"Puigcerver, Hector Garcia","Francesc Miralles, Walter Dixon","=""""","=""""",0,3.73,Gildan Media LLC,Audible Audio,,2017,2016,,2022/08/15,to-read,to-read (#473),to-read,,,,0,0,
40914165,The Book Woman of Troublesome Creek,Kim Michele Richardson,"Richardson, Kim Michele",,"=""""","=""""",0,4.23,Sourcebooks Landmark,Paperback,309,2019,2019,,2022/08/14,to-read,to-read (#472),to-read,,,,0,0,
51794301,Beyond the Gender Binary,Alok Vaid-Menon,"Vaid-Menon, Alok",Ashley Lukashevsky,"=""0593094654""","=""9780593094655""",5,4.51,Penguin Workshop,Paperback,64,2020,2020,,2022/08/14,,,read,"This book is a short but well-written guide on gender nonconformity based on the author's own experiences. The writing is sublime, the author stresses on the equality and the inclusiveness of the LGBTQIA+ movement in spite of the restrictions, the bullying and the violence they face on a daily basis. The book could've been longer but I enjoyed reading it.",,,1,0,
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,4.09,William Morrow Paperbacks,Paperback,176,2006,2002,,2022/08/09,to-read,to-read (#471),to-read,,,,0,0,
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.83,Bloomsbury Publishing PLC,Paperback,250,2002,1993,,2022/08/09,to-read,to-read (#470),to-read,,,,0,0,
10160130,Carrie,Stephen King,"King, Stephen",,"=""0307743667""","=""9780307743664""",0,3.98,Anchor Books,Paperback,290,2011,1974,,2022/08/09,to-read,to-read (#469),to-read,,,,0,0,
15622,Native Son,Richard Wright,"Wright, Richard",,"=""""","=""""",0,4.01,Harper Perennial Modern Classics,Paperback,504,2005,1940,,2022/08/09,to-read,to-read (#468),to-read,,,,0,0,
53936872,Come Tomorrow: And Other Tales of Bangalore Terror,Jayaprakash Satyamurthy,"Satyamurthy, Jayaprakash",,"=""""","=""""",0,4.12,,Kindle Edition,154,2020,2020,,2022/08/06,currently-reading,currently-reading (#1),currently-reading,,,,1,0,
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",0,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,,2022/08/04,to-read,to-read (#467),to-read,,,,0,0,
16113737,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,"Higashida, Naoki","K.A. Yoshida, David Mitchell","=""0812994868""","=""9780812994865""",5,3.84,Random House,Hardcover,135,2013,2005,,2022/07/28,,,read,"This is a beautiful little book written by a kid with autism. It is in the form of Q&A, an ""everything you wanted to know about autism but were too afraid to ask."" It provides such a wonderful window into what an autistic/special needs child goes through. Many parts of the book made me quite emotional. He describes his experiences in a very heartfelt manner. He implores the reader to understand that special needs children have the intellect and the desire to learn about the world around them. But they are just unable to react and learn the same way as others, because of how their brain and their senses react to stimuli, experiences and the constant changes around them.<br/><br/>A truly unique book to which I am definitely coming back.",,,1,0,
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage,Paperback,559,2004,1992,,2022/07/02,did-not-finish,did-not-finish (#10),did-not-finish,,,,0,0,
57423312,How to Read Numbers: A Guide to Stats in the News (and Knowing When to Trust Them),Tom  Chivers,"Chivers, Tom",David Chivers,"=""1474619967""","=""9781474619967""",0,4.33,Weidenfeld and Nicolson,Hardcover,208,2021,2021,,2022/07/20,to-read,to-read (#466),to-read,,,,0,0,
39743315,Creed Thoughts: WWW.Creedthoughts.Gov.WWW/Creedthoughts,Creed Bratton,"Bratton, Creed",,"=""1985186357""","=""9781985186354""",0,5.00,Createspace Independent Publishing Platform,Paperback,52,2018,,,2022/07/20,to-read,to-read (#465),to-read,,,,0,0,
139253,The House on Mango Street,Sandra Cisneros,"Cisneros, Sandra",,"=""0679734775""","=""9780679734772""",3,3.68,Vintage,Paperback,110,2009,1984,,2022/07/18,,,read,,,,1,0,
25663961,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael  Greger,"Greger, Michael",Gene  Stone,"=""1250066115""","=""9781250066114""",5,4.45,Flatiron Books,Hardcover,576,2015,2015,2022/07/15,2022/07/02,,,read,"A highly informative, practical guide to healthy eating and vegetarianism/veganism. He goes into great detail about how various kinds of vegan foods, like whole grains, fruits, vegetables, beverages, and spices help in preventing and/or delaying the 15 major diseases that affect the modern human. He then talks about each food category and also provides an occasional recipe! <br/><br/>Full of health and nutritional facts, Dr Greger gives practical advice on the kind and the quantity of food to eat to prevent disease. All the claims are backed up by strong scientific research cited by the author, and the oft-quoted ""randomised, double-blind, placebo controlled trials.""<br/><br/>If you're looking for a complete yet easy to read guide on nutrition and health, this is definitely the book for you.",,,1,0,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""""",4,4.13,Anchor Books,Paperback,314,1998,1985,2022/07/04,2018/01/04,,,read,,,,1,0,
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.83,Portfolio Penguin,Hardcover,288,2018,2018,,2022/07/02,to-read,to-read (#464),to-read,,,,0,0,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2022/07/02,to-read,to-read (#463),to-read,,,,0,0,
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.38,Ecco,Paperback,378,2012,2011,,2022/06/27,to-read,to-read (#462),to-read,,,,0,0,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2012/02/08,did-not-finish,did-not-finish (#9),did-not-finish,,,,0,0,
29497688,Mahabharata,Kamala Subramaniam,"Subramaniam, Kamala",,"=""""","=""""",0,4.44,Bharatiya Vidya Bhavan,Kindle Edition,,2016,1965,,2021/04/29,to-read,to-read (#361),to-read,,,,0,0,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.32,Scholastic Press,Hardcover,374,2008,2008,,2022/06/22,did-not-finish,did-not-finish (#8),did-not-finish,,,,0,0,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""081298840X""","=""""",4,4.38,Random House,Kindle Edition,208,2016,2016,2022/06/20,2020/01/19,,,read,,,,1,0,
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",3,4.20,Modern Library,Paperback,667,2003,1869,2022/06/10,2021/02/26,,,read,,,,1,0,
50722115,Is This Anything?,Jerry Seinfeld,"Seinfeld, Jerry",,"=""1982112697""","=""9781982112691""",0,3.73,Simon  Schuster,Hardcover,480,2020,2020,,2022/06/10,to-read,to-read (#461),to-read,,,,0,0,
23845904,Wired for Dating: How Understanding Neurobiology and Attachment Style Can Help You Find Your Ideal Mate,Stan Tatkin,"Tatkin, Stan",,"=""162625303X""","=""9781626253032""",4,3.78,New Harbinger Publications,Paperback,200,2016,2016,,2022/06/05,,,read,,,,1,0,
50403449,Feline Philosophy: Cats and the Meaning of Life,John N. Gray,"Gray, John N.",,"=""0374154112""","=""9780374154110""",0,3.69,"Farrar, Straus and Giroux",Hardcover,128,2020,2020,,2022/06/02,to-read,to-read (#460),to-read,,,,0,0,
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",3,4.17,Celadon Books,Hardcover,325,2019,2019,2022/05/11,2020/04/08,,,read,"A great setup and a fun twist at the end but...<br/><br/>The whole of the middle was just OK for me. I was bugged by the many psych novel tropes, and though it set out to be a thriller/horror, it left me mildly surprised at best. Most of the characters were pretty flat, and felt partially developed. I couldn't believe how whole dialogues were written as diary entries, nor how one could write a diary when there is an intruder in the house or under heavy sedation.<br/><br/>Maybe I'm being too harsh though, it's a really good novel for a debut author. Michaelides knows the formula to write a suspenseful page-turner.",true,,1,0,
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.94,Penguin,Kindle Edition,382,2020,2020,,2022/05/08,to-read,to-read (#459),to-read,,,,0,0,
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""0525536515""","=""""",4,4.07,Portfolio,Kindle Edition,302,2019,2019,,2022/05/02,,,read,,,,1,0,
54324558,"Asterix Omnibus #1: Collects Asterix the Gaul, Asterix and the Golden Sickle, and Asterix and the Goths",René Goscinny,"Goscinny, René",Albert Uderzo,"=""1545805660""","=""""",5,4.39,,Kindle Edition,,2020,,2022/05/02,2022/05/02,,,read,,,,1,0,
28503628,The Attention Merchants: The Epic Scramble to Get Inside Our Heads,Tim Wu,"Wu, Tim",,"=""0385352018""","=""9780385352017""",0,4.09,Knopf,Hardcover,403,2016,2016,,2022/05/01,to-read,to-read (#458),to-read,,,,0,0,
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",5,4.25,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2022/04/13,2019/07/21,,,read,,,,1,0,
52483192,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""1250217318""","=""9781250217318""",0,4.45,Tor Books,Paperback,396,2020,2020,,2022/04/12,to-read,to-read (#457),to-read,,,,0,0,
29507117,"The Vision, Volume 2: Little Better than a Beast",Tom King,"King, Tom","Michael        Walsh, Gabriel Hernández Walta, Jordie Bellaire, Mike Del Mundo, Clayton Cowles","=""0785196587""","=""9780785196587""",4,4.41,Marvel,Paperback,136,2016,2016,2022/04/12,2022/02/19,,,read,,,,1,0,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.27,HarperCollins,Paperback,767,2014,1956,,2022/04/12,to-read,to-read (#456),to-read,,,,0,0,
1029409,The Story Of Classical Music,Darren Henley,"Henley, Darren",Marin Alsop,"=""1441683569""","=""9789626343142""",5,4.21,Naxos AudioBooks,Audio CD,5,2004,2004,,2022/04/06,,,read,,,,1,0,https://m.media-amazon.com/images/I/51lLInYk4hL.jpg
54862628,unMind: A Graphic Guide to Self-Realization,Siddharth Tripathi,"Tripathi, Siddharth",Kalyani S. Naravane,"=""9354402917""","=""""",4,4.03,Kindle Direct,Kindle Edition,165,2020,2020,,2022/04/06,,,read,,,,1,0,https://m.media-amazon.com/images/I/51NnNiRrdXL.jpg
11786839,The Diary of a Young Girl: The Definitive Edition,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler","=""""","=""""",0,4.18,,Kindle Edition,354,,1947,,2022/03/01,to-read,to-read (#455),to-read,,,,0,0,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.18,"Little, Brown and Company",Hardcover,309,2008,2008,,2019/07/08,to-read,to-read (#73),to-read,,,,0,0,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",3,3.86,Penguin Press,Hardcover,297,2014,2014,,2022/03/02,,,read,,,,1,0,
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",0,4.31,Random House Large Print Publishing,Paperback,464,2020,2020,,2022/03/01,to-read,to-read (#454),to-read,,,,0,0,
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",0,3.88,"Little, Brown and Company",Hardcover,330,2012,2012,,2022/03/01,to-read,to-read (#453),to-read,,,,0,0,
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,2022/03/01,to-read,to-read (#452),to-read,,,,0,0,
52365259,A People's Guide to Capitalism: An Introduction to Marxist Economics,Hadas Thier,"Thier, Hadas",,"=""""","=""9781642592511""",0,4.34,Haymarket Books,Hardcover,300,2020,2018,,2022/02/28,to-read,to-read (#451),to-read,,,,0,0,
316793,A Tour of the Calculus,David Berlinski,"Berlinski, David",,"=""0679747885""","=""9780679747888""",0,3.70,Vintage,Paperback,331,1997,1995,,2022/02/28,to-read,to-read (#450),to-read,,,,0,0,
25330108,Freedom is a constant struggle,Angela Y. Davis,"Davis, Angela Y.","Cornel West, Frank Barat","=""1608465640""","=""9781608465644""",0,4.40,Haymarket Books,Paperback,145,2016,2015,,2022/02/28,to-read,to-read (#449),to-read,,,,0,0,
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",0,4.18,Liveright,Hardcover,163,2020,2016,,2022/02/28,to-read,to-read (#448),to-read,,,,0,0,
43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Mackesy, Charlie",,"=""1529105102""","=""9781529105100""",4,4.57,Ebury Press,Hardcover,128,2019,2019,2022/02/26,2022/02/26,,,read,,,,1,0,
60051983,Lords of the Deccan : Southern India from the Chalukyas to the Cholas,Anirudh Kanisetti,"Kanisetti, Anirudh",,"=""9391165055""","=""9789391165055""",0,4.14,Juggernaut,Hardcover,480,2022,,,2022/02/23,to-read,to-read (#447),to-read,,,,0,0,
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""1847941834""","=""""",3,4.38,Avery,Kindle Edition,319,2018,2018,2022/02/22,2021/04/23,,,read,,,,1,0,
25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""081299339X""","=""9780812993394""",0,3.90,Random House,Hardcover,400,2016,2016,,2022/02/18,to-read,to-read (#446),to-read,,,,0,0,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765384469""","=""9780765384461""",4,3.89,Tor.com,ebook,96,2015,2015,,2022/02/16,,,read,,,,1,0,
135479,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0140285601""","=""9780140285604""",0,4.16,Penguin,Paperback,179,1999,1963,,2020/05/05,did-not-finish,did-not-finish (#7),did-not-finish,,,,0,0,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2018/01/03,to-read,to-read (#445),to-read,,,,0,0,
58605460,Making Numbers Count: The Art and Science of Communicating Numbers,Chip Heath,"Heath, Chip",Karla Starr,"=""1787634221""","=""""",5,3.92,,Kindle Edition,224,2022,2022,,2022/02/06,,,read,,,,1,0,
376514,The Manchurian Candidate,Richard Condon,"Condon, Richard",,"=""0743482972""","=""9780743482974""",3,4.09,Pocket Books,Paperback,358,2004,1959,,2022/02/04,,,read,,,,1,0,
18659623,Through the Woods,Emily Carroll,"Carroll, Emily",,"=""1442465956""","=""9781442465954""",4,3.94,Margaret K. McElderry Books,Hardcover,208,2014,2014,,2022/01/23,,,read,,,,1,0,
331336,"Psmith, Journalist (Psmith, #3)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""1406954535""","=""9781406954531""",4,4.02,Hard Press,Paperback,166,2006,1915,2022/01/23,2022/01/23,,,read,,,,1,0,
1232370,"Psmith, Journalist (Psmith, #3)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0140032142""","=""9780140032147""",4,4.02,Penguin Books,Paperback,192,1981,1915,,2019/07/15,,,read,,,,0,0,
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",5,4.23,Red Fox,Paperback,38,2000,1963,2022/01/21,2020/05/05,,,read,This short and beautifully illustrated children's book packs a tiny and sweet message about love and home.,,,1,0,
2202230,"Whys and Wherefores (Y: The Last Man, #10)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Claudia Fliege, José Marzán Jr.","=""1845769031""","=""9781401218133""",4,4.33,Vertigo,Paperback,168,2008,2008,2022/01/21,2021/11/19,,,read,,,,1,0,
156532,"Motherland (Y: The Last Man, #9)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401213510""","=""9781401213510""",5,4.25,Vertigo,Paperback,144,2007,2007,2022/01/13,2021/11/19,,,read,,,,1,0,
2161733,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,"Smith, Tom Rob",,"=""0446402397""","=""9780446402392""",4,4.09,Grand Central Publishing,Mass Market Paperback,509,2009,2008,,2022/01/17,,,read,,,,1,0,
5771014,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Coyle, Daniel",John Farrell,"=""1847943047""","=""9781598878738""",3,4.03,HighBridge Company,Audio CD,288,2009,2009,,2022/01/14,,,read,,,,1,0,
611298,I Am America (And So Can You!),Stephen Colbert,"Colbert, Stephen","Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell","=""0446580503""","=""9780446580502""",4,3.89,Grand Central Publishing,Hardcover,230,2007,2007,2022/01/09,2022/01/09,,,read,,,,2,0,
